9.057422266	9.05473864	9.066239028	9.073833127	9.070158341	9.086815886	9.094592763	9.094368196	9.0932446	9.097059686	9.099967314	9.106090351	9.114049712	9.106645136	9.116798628	9.122383093	9.126741348	9.124673545	9.124673545	9.126415137	8582	8559	8658	8724	8692	8838	8907	8905	8895	8929	8955	9010	9082	9015	9107	9158	9198	9179	9179	9195
9.057538782	9.057538782	9.064042114	9.070618429	9.075551046	9.083983183	9.096499556	9.096387492	9.089753409	9.099967314	9.100748695	9.107753783	9.110741007	9.106645136	9.119320974	9.124019666	9.123801611	9.131188934	9.131405384	9.125000325	8583	8583	8639	8696	8739	8813	8924	8923	8864	8955	8962	9025	9052	9015	9130	9173	9171	9239	9241	9182
9.055789612	9.059517482	9.063578991	9.070733418	9.079206104	9.093019729	9.098290868	9.099520537	9.097395613	9.102977854	9.099855639	9.105646301	9.113719333	9.110630528	9.118553976	9.127393451	9.117676687	9.121181236	9.121509158	9.126523886	8568	8600	8635	8697	8771	8893	8940	8951	8932	8982	8954	9006	9079	9051	9123	9204	9115	9147	9150	9196
9.051696279	9.056956065	9.064273596	9.073374517	9.07612303	9.087720658	9.097731428	9.098961784	9.100413893	9.097395613	9.096163327	9.106756056	9.116908427	9.116688816	9.116798628	9.127719343	9.122273893	9.121727714	9.122164681	9.123365358	8533	8578	8641	8720	8744	8846	8935	8946	8959	8932	8921	9016	9108	9106	9107	9207	9157	9152	9156	9167
9.050523671	9.05157908	9.061608318	9.068892008	9.071767722	9.086589565	9.092682329	9.095714846	9.097619502	9.09369419	9.099185323	9.110409533	9.116688816	9.119758994	9.118444357	9.133567313	9.132270717	9.122601458	9.124019666	9.120634459	8523	8532	8618	8681	8706	8836	8890	8917	8934	8899	8948	9049	9106	9134	9122	9261	9249	9160	9173	9142
9.056722883	9.053920453	9.058703197	9.071652852	9.071308163	9.084096645	9.089866219	9.089866219	9.090430075	9.092569836	9.09907356	9.110409533	9.118553976	9.112396728	9.118992333	9.129672469	9.137769679	9.129997619	9.133027269	9.125435865	8576	8552	8593	8705	8702	8814	8865	8865	8870	8889	8947	9049	9123	9067	9127	9225	9300	9228	9256	9186
9.059284897	9.061376219	9.061144066	9.072112253	9.07543661	9.07932011	9.089302044	9.087720658	9.09403125	9.096723645	9.100860271	9.10342309	9.109635668	9.110520037	9.120196822	9.123910644	9.134754385	9.129130317	9.129238771	9.12782795	8598	8616	8614	8709	8738	8772	8860	8846	8902	8926	8963	8986	9042	9050	9138	9172	9272	9220	9221	9208
9.064273596	9.061376219	9.062999784	9.072341874	9.076580382	9.077494459	9.08873755	9.096387492	9.097395613	9.100302267	9.102977854	9.107199613	9.109746257	9.112837791	9.118992333	9.118005761	9.12782795	9.127610724	9.120525068	9.125435865	8641	8616	8630	8711	8748	8756	8855	8923	8932	8958	8982	9020	9043	9071	9127	9118	9208	9206	9141	9186
9.068661594	9.063810579	9.066816362	9.067739403	9.074520649	9.081256219	9.092569836	9.096835671	9.095714846	9.098626382	9.09728365	9.111845125	9.11007795	9.111514018	9.119430497	9.120962561	9.123474439	9.126632623	9.122928915	9.126415137	8679	8637	8663	8671	8730	8789	8889	8927	8917	8943	8931	9062	9046	9059	9131	9145	9168	9197	9163	9195
9.058586817	9.062072355	9.069813137	9.073259831	9.076008659	9.086929027	9.093357016	9.095153962	9.090993614	9.091669442	9.095266164	9.113058249	9.111514018	9.111293218	9.118115428	9.120634459	9.124455633	9.132378831	9.126850061	9.134214982	8592	8622	8689	8719	8743	8839	8896	8912	8875	8881	8913	9073	9059	9057	9119	9142	9177	9250	9199	9267
